block_height,elapsed_time
2085,20.750131535s
2086,2.623601435s
2087,9.066826773s
2088,651.360429ms
2089,9.524753037s
2090,6.092178479s
2091,9.887192106s
2092,837.834538ms
2093,18.642885221s
2094,2.437415566s
2095,3.284342729s
2096,5.387722662s
2097,13.103224829s
2098,3.77901133s
2099,9.94899336s
2100,9.404254532s
2101,5.079436538s
2102,14.079641837s
2103,34.682517842s
2104,10.583916496s
2105,18.800571221s
2106,557.539726ms
2107,18.609809076s
2108,15.745463235s
2109,20.070395836s
2110,5.192088669s
2111,588.095499ms
2112,11.098976053s
2113,5.538014657s
2114,6.817609469s
2115,679.530447ms
2116,10.900096724s
2117,12.452394406s
2118,17.230815202s
2119,877.617336ms
2120,4.107391843s
2121,12.563944809s
2122,46.449292965s
2123,11.068167272s
2124,13.846233489s
2125,16.263792346s
2126,9.599710262s
2127,6.274619528s
2128,4.691098691s
2129,906.359907ms
2130,30.149253959s
2131,1.688520492s
2132,13.473249009s
2133,5.181664812s
2134,15.772988806s
2135,15.609939598s
2136,159.549344ms
2137,5.623619605s
2138,6.57380277s
2139,12.371125053s
2140,1.780749797s
2141,14.420220113s
2142,20.822903384s
2143,32.412358041s
2144,21.191179712s
2145,2.526607754s
2146,1.276729537s
2147,30.195767304s
2148,1.659393714s
2149,1.996900079s
2150,9.767791427s
2151,1.010869477s
2152,14.80449608s
2153,5.524119027s
2154,2.067909158s
2155,2.719304896s
2156,35.365392226s
2157,14.300117495s
2158,27.176374768s
2159,18.320396543s
2160,10.042599068s
2161,23.916272842s
2162,1.104301898s
2163,8.294830777s
2164,1.310788513s
2165,2.901668216s
2166,1.693129208s
2167,226.034957ms
2168,15.745976502s
2169,7.527073969s
2170,23.822562557s
2171,21.552643278s
2172,9.113704515s
2173,19.303483272s
2174,257.297712ms
2175,1.035041612s
2176,2.366504674s
2177,12.095479716s
2178,25.990808428s
2179,2.486635994s
2180,20.55101786s
2181,27.105405755s
2182,6.001477883s
2183,9.687169495s
2184,26.114563886s
2185,1.101306296s
2186,3.25697098s
2187,1.481809829s
2188,7.059394839s
2189,15.218736654s
2190,11.852590474s
2191,11.505597508s
2192,5.432946029s
2193,4.346777765s
2194,8.409884276s
2195,24.396894076s
2196,379.276728ms
2197,14.294177952s
2198,2.170347146s
2199,4.64453485s
2200,3.519004976s
2201,1.311996565s
2202,7.476089416s
2203,473.095575ms
2204,9.502516183s
2205,3.187369848s
2206,11.012578926s
2207,13.522453968s
2208,3.930282953s
2209,23.312993218s
2210,5.922500417s
2211,13.19984688s
2212,13.476948691s
2213,27.876329385s
2214,10.317048137s
2215,10.529291625s
2216,6.229345072s
2217,11.297610952s
2218,11.508771641s
2219,1.167000108s
2220,19.593742236s
2221,10.921350008s
2222,19.165401195s
2223,29.15270504s
2224,1.831990884s
2225,18.000122165s
2226,9.379420329s
2227,17.006380605s
2228,8.113483124s
2229,3.167483037s
2230,11.030726714s
2231,11.704402272s
2232,30.492934376s
2233,3.177779162s
2234,855.927663ms
2235,36.18917654s
2236,13.653800546s
2237,34.951172813s
2238,4.476346883s
2239,16.896396575s
2240,20.000126777s
2241,14.799900901s
2242,9.210751566s
2243,23.000807092s
2244,12.306663241s
2245,3.393868884s
2246,16.077462244s
2247,2.145272519s
2248,14.750862467s
2249,6.322611978s
2250,10.971246363s
2251,11.31346035s
2252,46.875522157s
2253,12.207329553s
2254,3.62278049s
2255,736.539798ms
2256,28.169806491s
2257,4.757345445s
2258,36.65559904s
2259,12.001977378s
2260,18.357545864s
2261,187.964272ms
2262,5.825694307s
2263,6.95088834s
2264,8.287142371s
2265,8.04594301s
2266,19.214881742s
2267,9.220445912s
2268,70.467143ms
2269,5.0626455s
2270,3.382453145s
2271,11.261250608s
2272,18.885170558s
2273,5.798100817s
2274,1.608905308s
2275,4.742743796s
2276,26.753431443s
2277,6.120864639s
2278,5.623157992s
2279,10.4906392s
2280,6.786135687s
2281,7.30788802s
2282,4.234810042s
2283,5.550546825s
2284,26.231347876s
2285,2.703619436s
2286,25.119152189s
2287,1.467063056s
2288,26.078813984s
2289,54.040282368s
2290,4.089389893s
2291,991.251771ms
2292,13.207726705s
2293,15.046763049s
2294,28.037144344s
2295,52.394911434s
2296,6.648082677s
2297,223.578287ms
2298,12.874329142s
2299,6.012332078s
2300,1.959933882s
2301,3.125583323s
2302,1.497318398s
2303,22.07937407s
2304,3.083635196s
2305,3.191748903s
2306,5.306936099s
2307,63.76128ms
2308,16.775892189s
2309,5.683946345s
2310,30.314587882s
2311,2.933578987s
2312,3.86717693s
2313,6.866057793s
2314,3.157096799s
2315,12.90319804s
2316,1.134959954s
2317,28.977757773s
2318,4.051564978s
2319,131.929023ms
2320,7.441373792s
2321,6.21364298s
2322,25.325644996s
2323,9.835073688s
2324,4.990936276s
2325,3.853178879s
2326,10.094013387s
2327,30.410935169s
2328,8.489570003s
2329,17.727142896s
2330,8.045017657s
2331,4.054635034s
2332,1.390560407s
2333,4.246745518s
2334,5.537355371s
2335,35.684966583s
2336,5.359817341s
2337,7.248245949s
2338,10.078411783s
2339,11.053797419s
2340,1.538362564s
2341,1.15968789s
2342,737.661996ms
2343,1.570825048s
2344,4.694116147s
2345,6.756399402s
2346,49.484526397s
2347,23.191377675s
2348,250.07324ms
2349,3.070336055s
2350,11.445403484s
2351,28.078052059s
2352,19.453262883s
2353,1.426366028s
2354,797.231781ms
2355,7.071092994s
2356,8.672267965s
2357,9.12746474s
2358,3.227275665s
2359,14.282079537s
2360,864.73332ms
2361,18.372028609s
2362,342.19351ms
2363,27.429495259s
2364,32.691279247s
2365,15.946893285s
2366,135.875696ms
2367,10.205014875s
2368,26.652346148s
2369,9.557807739s
2370,18.872382465s
2371,16.820317263s
2372,3.274629548s
2373,10.961808365s
2374,1.806981027s
2375,7.097827062s
2376,9.371923036s
2377,4.949506713s
2378,2.866783566s
2379,8.925626215s
2380,11.004794584s
2381,32.336602407s
2382,14.474285039s
2383,14.396564705s
2384,20.555401432s
2385,4.158938246s
2386,10.651258429s
2387,4.537048099s
2388,10.537996073s
2389,1.422900867s
2390,13.377635292s
2391,13.8450627s
2392,3.853259153s
2393,9.279196223s
2394,9.987152522s
2395,13.610916215s
2396,4.454147131s
2397,3.680373547s
2398,10.102463758s
2399,3.62120705s
2400,3.733551607s
2401,13.850506121s
2402,15.027539748s
2403,11.887297522s
2404,6.60456566s
2405,25.260454696s
2406,10.359976078s
2407,7.489244791s
2408,5.372455828s
2409,15.981650879s
2410,28.647111076s
2411,207.989084ms
2412,486.974761ms
2413,17.841697136s
2414,44.332280708s
2415,7.326832055s
2416,9.83218913s
2417,3.061018171s
2418,20.587609519s
2419,41.050315381s
2420,3.364298397s
2421,15.348937266s
2422,322.637581ms
2423,32.078080536s
2424,8.09954963s
2425,5.675754361s
2426,20.071693613s
2427,5.262442728s
2428,2.037093824s
2429,13.815775422s
2430,13.860407409s
2431,1.751706183s
2432,6.35523927s
2433,6.494374509s
2434,3.252195102s
2435,19.213836215s
2436,29.135356298s
2437,18.081218264s
2438,28.136752406s
2439,4.228419744s
2440,18.858904775s
2441,22.106763524s
2442,50.49413822s
2443,3.095150387s
2444,9.44549828s
2445,5.763733281s
2446,10.721372397s
2447,2.697768695s
2448,9.334695052s
2449,8.963478012s
2450,23.718824103s
2451,1.553706453s
2452,18.815988232s
2453,1.633524834s
2454,2.776218232s
2455,3.820819647s
2456,3.973147955s
2457,27.651317441s
2458,9.230877758s
2459,12.247285665s
2460,7.090240094s
2461,13.505703389s
2462,15.006889556s
2463,1.215191356s
2464,13.661877798s
2465,4.798697296s
2466,16.165775742s
2467,9.333351572s
2468,28.556031ms
2469,30.58755402s
2470,7.986938051s
2471,9.868908533s
2472,37.205338548s
2473,4.06558013s
2474,8.343596699s
2475,14.58413983s
2476,9.844353444s
2477,36.80284385s
2478,2.60951823s
2479,11.41468199s
2480,3.930907562s
2481,6.750015085s
2482,4.031358887s
2483,29.788233085s
2484,778.839471ms
2485,20.56346731s
2486,1.830673069s
2487,4.287864081s
2488,1.325829821s
2489,1.507213741s
2490,6.345244512s
2491,43.038694012s
2492,227.401675ms
2493,2.054237372s
2494,9.159636235s
2495,3.156779476s
2496,14.016516663s
2497,12.622807051s
2498,8.062675361s
2499,10.116922685s
2500,6.157238433s
2501,997.518593ms
2502,2.382226715s
2503,45.379158158s
2504,1.63366051s
2505,18.954079546s
2506,14.03430526s
2507,3.801614538s
2508,22.330496177s
2509,12.158774551s
2510,20.700337306s
2511,4.219042793s
2512,13.282464061s
2513,16.304685194s
2514,1.512718572s
2515,774.505369ms
2516,1.630985321s
2517,4.960091977s
2518,21.567031196s
2519,19.020504958s
2520,64.900104ms
2521,3.163134074s
2522,16.606285652s
2523,18.323554451s
2524,11.791607631s
2525,1.918840398s
2526,2.307420375s
2527,9.895838069s
2528,10.115374379s
2529,15.481659497s
2530,2.671385758s
2531,4.901983846s
2532,6.052053274s
2533,6.152984963s
2534,133.85563ms
2535,5.807644807s
2536,2.057777214s
2537,7.372846415s
2538,11.139020442s
2539,1.313470613s
2540,29.085715661s
2541,2.615009659s
2542,28.16102203s
2543,31.125996054s
2544,1.639751946s
2545,30.185252442s
2546,5.047306492s
2547,14.982353353s
2548,462.113624ms
2549,13.563576338s
2550,15.147036815s
2551,976.916618ms
2552,5.442081332s
2553,12.812806912s
2554,3.452293828s
2555,35.283353949s
2556,573.193775ms
2557,8.147096973s
2558,19.950814356s
2559,15.364124062s
2560,5.564377311s
2561,529.176007ms
2562,11.137541256s
2563,15.933246213s
2564,4.747252025s
2565,9.597784239s
2566,3.588747733s
2567,25.240403356s
2568,11.547710669s
2569,11.321555913s
2570,26.733442766s
2571,1.787574583s
2572,192.868574ms
2573,6.487275205s
2574,22.634019677s
2575,3.796470616s
2576,9.641167095s
2577,3.885013852s
2578,5.611965829s
2579,8.755231816s
2580,2.809223915s
2581,7.465925927s
2582,23.792872641s
2583,8.011183343s
2584,14.6937148s
2585,37.008084604s
2586,308.306857ms
2587,846.117079ms
2588,8.986868161s
2589,1.247025792s
2590,8.426558495s
2591,4.16749789s
2592,4.069945063s
2593,2.454380798s
2594,5.701168087s
2595,24.289259379s
2596,22.231232385s
2597,3.027521811s
2598,2.28426655s
2599,45.228216089s
2600,2.635840968s
2601,20.189969542s
2602,8.008547999s
2603,12.350368166s
2604,14.152027528s
2605,3.592498196s
2606,39.156910232s
2607,3.144095875s
2608,9.376640593s
2609,3.691809467s
2610,918.775692ms
2611,19.906762475s
2612,2.345840934s
2613,7.933729098s
2614,8.280810774s
2615,7.630982907s
2616,27.155530574s
2617,12.41131035s
2618,7.185134437s
2619,48.18322971s
2620,13.172351712s
2621,7.083196794s
2622,1.169005674s
2623,29.190090336s
2624,44.345978409s
2625,11.628575029s
2626,26.278194684s
2627,15.373816041s
2628,18.222682929s
2629,3.655141961s
2630,7.918739747s
2631,2.901422985s
2632,872.718749ms
2633,370.365835ms
2634,33.349976334s
2635,1.799576468s
2636,7.703519383s
2637,14.432263508s
2638,2.068426813s
2639,18.676799737s
2640,8.189227868s
2641,26.219299915s
2642,19.267387298s
2643,21.994219566s
2644,7.008069132s
2645,46.747314513s
2646,677.134429ms
2647,8.031041469s
2648,13.097993269s
2649,11.144608593s
2650,8.784599202s
2651,1.50804286s
2652,3.827480702s
2653,16.010059848s
2654,15.925943082s
2655,734.746392ms
2656,16.58718142s
2657,8.421969276s
2658,5.198079522s
2659,39.255210869s
2660,2.4419897s
2661,4.417484742s
2662,12.943180043s
2663,16.146319497s
2664,18.610344954s
2665,10.105492655s
2666,816.627507ms
2667,14.981857688s
2668,11.747908408s
2669,14.322597353s
2670,22.730134733s
2671,33.044291546s
2672,7.661773844s
2673,32.486991656s
2674,18.17593152s
2675,489.442922ms
2676,27.896772444s
2677,23.916246237s
2678,284.703944ms
2679,1.286132855s
2680,23.338451201s
2681,250.543001ms
2682,9.262921174s
2683,34.243701152s
2684,631.148458ms
2685,15.732130968s
2686,9.243635355s
2687,7.374435232s
2688,2.445564141s
2689,14.309142748s
2690,6.688444047s
2691,401.934908ms
2692,4.000197046s
2693,4.162436327s
2694,493.405905ms
2695,762.362933ms
2696,5.545266507s
2697,15.00165902s
2698,34.745296737s
2699,12.407092687s
2700,12.387037434s
2701,13.93092602s
2702,9.195996866s
2703,7.237750293s
2704,374.872963ms
2705,3.153342141s
2706,1.707806877s
2707,7.390029092s
2708,3.85202426s
2709,6.20337907s
2710,5.761698825s
2711,6.94501284s
2712,645.058627ms
2713,2.201955173s
2714,14.510822145s
2715,2.325799253s
2716,706.363798ms
2717,6.291862127s
2718,1.335683858s
2719,20.982388963s
2720,136.274751ms
2721,6.028858304s
2722,10.674460383s
2723,20.445895052s
2724,10.851466058s
2725,9.066015391s
2726,5.998942012s
2727,7.202975757s
2728,1.117698653s
2729,8.881257436s
2730,28.766695389s
2731,14.776666912s
2732,3.445305034s
2733,1.156559223s
2734,3.586639227s
2735,1.570563115s
2736,21.153529126s
2737,5.351240648s
2738,29.971688618s
2739,4.871302605s
2740,1.947449549s
2741,32.407740524s
2742,3.776574068s
2743,5.649138003s
2744,13.213700198s
2745,6.422327993s
2746,26.684481058s
2747,12.870052798s
2748,15.829016768s
2749,15.548367993s
2750,11.245929291s
2751,6.582312205s
2752,14.928692694s
2753,14.70985249s
2754,1.923753466s
2755,3.137062276s
2756,4.391548923s
2757,11.618893627s
2758,8.011851482s
2759,17.717303852s
2760,1.069054136s
2761,7.510116547s
2762,2.603331342s
2763,2.664705293s
2764,44.262984408s
2765,4.191938522s
2766,6.372420837s
2767,8.181477813s
2768,746.927148ms
2769,4.220952133s
2770,9.936573276s
2771,26.915491852s
2772,5.200314201s
2773,35.667743582s
2774,1.028782338s
2775,167.963913ms
2776,29.156208596s
2777,2.591626549s
2778,4.154060426s
2779,4.069136949s
2780,1.019772347s
2781,15.679945528s
2782,2.676214916s
2783,2.873924087s
2784,2.585163244s
2785,9.725917774s
2786,28.826951498s
2787,14.747380016s
2788,12.813309788s
2789,9.094735739s
2790,1.324708245s
2791,2.093661705s
2792,44.293799234s
2793,15.024932393s
2794,905.158995ms
2795,2.698443158s
2796,2.204267955s
2797,13.181945989s
2798,4.566068204s
2799,17.016951439s
2800,5.826663196s
2801,1.778894956s
2802,3.399248018s
2803,1.915088861s
2804,3.632718169s
2805,4.610495154s
2806,1.720417466s
2807,7.364543063s
2808,8.926310118s
2809,3.237382647s
2810,442.249448ms
2811,33.7213278s
2812,9.021599501s
2813,4.480339203s
2814,5.520584026s
2815,44.653120694s
2816,1.909564761s
2817,30.594657181s
2818,17.31598446s
2819,15.682191759s
2820,6.479509308s
2821,8.4645574s
2822,704.868039ms
2823,3.178384077s
2824,12.027366041s
2825,22.06032858s
2826,5.084336573s
2827,19.719271741s
2828,1.782520404s
2829,5.654915208s
2830,34.048608617s
2831,7.346900703s
2832,14.926918424s
2833,6.098563s
2834,1.757184113s
2835,16.169610357s
2836,19.654724946s
2837,6.751130133s
2838,6.278390952s
2839,23.557282516s
2840,14.967461968s
2841,15.896648904s
2842,15.737322972s
2843,1.169509392s
2844,12.170503196s
2845,376.777603ms
2846,7.379259842s
2847,9.183676053s
2848,46.827106318s
2849,9.953428541s
2850,16.295056659s
2851,6.652978957s
2852,242.792506ms
2853,847.645739ms
2854,11.162299875s
2855,35.264252571s
2856,22.404723693s
2857,9.843885243s
2858,19.188011743s
2859,35.623577664s
2860,12.705367892s
2861,33.206590218s
2862,9.85152699s
2863,5.396138827s
2864,8.552702662s
2865,5.535723196s
2866,41.315546405s
2867,6.041193158s
2868,3.891614519s
2869,13.506695647s
2870,20.149960276s
2871,23.362414847s
2872,5.741559882s
2873,19.855971048s
2874,12.674749656s
2875,3.803756149s
2876,32.450584226s
2877,8.282237869s
2878,10.747407803s
2879,9.159545254s
2880,11.00553722s
2881,2.154376581s
2882,21.346222089s
2883,13.39359417s
2884,10.186573816s
2885,1.662546572s
2886,11.48738998s
2887,51.287801969s
2888,2.406483301s
2889,3.749626926s
2890,9.424254259s
2891,4.112271847s
2892,2.209161629s
2893,9.467883896s
2894,6.679069327s
2895,225.597478ms
2896,4.789899176s
2897,3.611448155s
2898,23.127873998s
2899,21.26903533s
2900,4.573336787s
2901,4.870499926s
2902,16.644774413s
2903,5.570181921s
2904,3.026982055s
2905,12.693569219s
2906,8.600769331s
2907,11.209345223s
2908,6.051572031s
2909,2.795975108s
2910,10.432375027s
2911,10.269060979s
2912,1.700497204s
2913,25.882056869s
2914,5.185616624s
2915,1.666999616s
2916,1.96421743s
2917,34.593067552s
2918,20.380583153s
2919,10.392382189s
2920,5.323720218s
2921,727.696642ms
2922,38.63932402s
2923,24.367445205s
2924,31.734616287s
2925,28.085099418s
2926,39.463157216s
2927,864.043254ms
2928,14.851461106s
2929,13.912028748s
2930,1.992341328s
2931,2.682564535s
2932,25.948601453s
2933,2.233453992s
2934,5.414584745s
2935,5.292283475s
2936,7.613155502s
2937,3.648086636s
2938,6.799118537s
2939,1.563408773s
2940,8.841869605s
2941,3.240760057s
2942,16.194562086s
2943,16.349213062s
2944,1.991106682s
2945,34.301177388s
2946,12.575050149s
2947,6.138468608s
2948,6.131227092s
2949,7.694268379s
2950,2.170403037s
2951,13.553442378s
2952,32.037036216s
2953,7.352657746s
2954,884.989314ms
2955,14.723493072s
2956,370.476278ms
2957,22.129729311s
2958,3.887233775s
2959,4.171517769s
2960,15.582505322s
2961,8.938863338s
2962,6.23518134s
2963,7.127898651s
2964,4.094422823s
2965,23.783294249s
2966,2.8174326s
2967,30.845447473s
2968,6.278528304s
2969,16.03486438s
2970,1.624574125s
2971,18.877122626s
2972,1.728009542s
2973,8.146515937s
2974,17.714439062s
2975,9.179616201s
2976,7.974197572s
2977,8.319587455s
2978,6.657907592s
2979,9.923819148s
2980,8.704348248s
2981,1.068595711s
2982,12.921296522s
2983,13.085680814s
2984,4.093080774s
2985,24.055962196s
2986,9.054528223s
2987,2.998991212s
2988,20.112532557s
2989,686.601251ms
2990,14.574357524s
2991,16.546215976s
2992,15.186404899s
2993,5.953913572s
2994,1.424521733s
2995,2.684153116s
2996,3.67806494s
2997,875.013737ms
2998,19.529726944s
2999,6.516604855s
3000,2.405775677s
3001,5.199273567s
3002,18.580888041s
3003,4.167387291s
3004,14.784509286s
3005,1.522235212s
3006,23.02568107s
3007,27.942835467s
3008,8.69250919s
3009,7.835179475s
3010,10.771377036s
3011,161.299246ms
3012,37.879703178s
3013,12.764602329s
3014,6.648565074s
3015,3.980672288s
3016,3.882388302s
3017,22.226326798s
3018,4.067506566s
3019,12.79209053s
3020,16.602043922s
3021,12.213548236s
3022,4.613527953s
3023,11.926982401s
3024,1.433323329s
3025,10.614647288s
3026,6.729623912s
3027,5.531888268s
3028,51.71938739s
3029,429.859077ms
3030,10.509871997s
3031,23.95313221s
3032,27.993918845s
3033,1.936721828s
3034,26.488990049s
3035,317.297183ms
3036,20.204901753s
3037,5.247463192s
3038,12.398597048s
3039,3.160865648s
3040,24.387937602s
3041,2.30528571s
3042,11.506157634s
3043,307.484613ms
3044,881.732039ms
3045,13.950713453s
3046,16.234691651s
3047,9.534827217s
3048,4.281848972s
3049,16.087900675s
3050,39.778036886s
3051,3.205249158s
3052,72.146173ms
3053,3.596526758s
3054,13.10795745s
3055,1.541175528s
3056,151.409229ms
3057,25.305002866s
3058,24.069097402s
3059,5.34022225s
3060,25.514679771s
3061,1.892040835s
3062,3.117599437s
3063,23.537523997s
3064,21.306204901s
3065,24.475445897s
3066,6.157481343s
3067,1.085032279s
3068,1.053336227s
3069,486.671188ms
3070,16.195266535s
3071,4.793110784s
3072,10.327475322s
3073,11.867462818s
3074,12.069527818s
3075,12.412847391s
3076,3.250258082s
3077,9.581660762s
3078,12.321919257s
3079,8.935934811s
3080,10.499582379s
3081,10.957958132s
3082,1.044610405s
3083,9.355897737s
3084,1.609036401s
3085,7.557267683s
3086,4.134452336s
3087,1.071525887s
3088,26.119741109s
3089,4.115818447s
3090,29.306830024s
3091,17.371752061s
3092,21.207574384s
3093,6.040745235s
3094,2.328848789s
